WEM,english_text8_w2v_cbow_t8corpus_v_400_hs_1_09_apr_18.vec
 Time   ,30_May_18
attraction,2,quality,3, Different  Cluster 
attribute,2,condition,2, Same  Cluster 
average,3,time,2, Different  Cluster 
baby,1,computer,3, Different  Cluster 
bail,2,bond,3, Different  Cluster 
bait,3,instrument,3, Same  Cluster 
bait,3,pump,3, Same  Cluster 
bakery,0,work,2, Different  Cluster 
bakery,0,workplace,2, Different  Cluster 
balance,2,gauge,3, Different  Cluster 
ball,3,egg,3, Same  Cluster 
ball,3,nut,3, Same  Cluster 
ball,3,poker,1, Different  Cluster 
ball,3,sphere,3, Same  Cluster 
band,1,circle,3, Different  Cluster 
bar,3,needle,3, Same  Cluster 
bar,3,rod,3, Same  Cluster 
barrel,3,gallon,3, Same  Cluster 
base,3,club,1, Different  Cluster 
base,3,stock,3, Same  Cluster 
baseball,1,softball,0, Different  Cluster 
basin,3,vessel,3, Same  Cluster 
basketball,1,hockey,1, Same  Cluster 
basketball,1,squash,0, Different  Cluster 
bathroom,1,chamber,3, Different  Cluster 
battle,2,fight,2, Same  Cluster 
bay,1,mere,2, Different  Cluster 
beach,1,chain,3, Different  Cluster 
beach,1,ridge,3, Different  Cluster 
beam,3,column,3, Same  Cluster 
beat,1,meter,3, Different  Cluster 
beat,1,rhythm,3, Different  Cluster 
bed,3,layer,3, Same  Cluster 
bedroom,1,cell,3, Different  Cluster 
bedroom,1,construction,3, Different  Cluster 
bee,3,insect,3, Same  Cluster 
beef,3,cattle,3, Same  Cluster 
beef,3,meat,3, Same  Cluster 
beginner,3,novice,0, Different  Cluster 
behavior,2,purpose,2, Same  Cluster 
belief,2,magic,1, Different  Cluster 
belief,2,purpose,2, Same  Cluster 
bench,0,seat,2, Different  Cluster 
bend,3,curve,3, Same  Cluster 
berry,1,citrus,3, Different  Cluster 
bill,1,invoice,0, Different  Cluster 
billboard,1,structure,3, Different  Cluster 
bin,1,box,3, Different  Cluster 
bin,1,cup,1, Same  Cluster 
binary,3,star,1, Different  Cluster 
bird,1,creature,1, Same  Cluster 
bird,1,solid,3, Different  Cluster 
birth,2,modification,3, Different  Cluster 
bishop,2,priest,2, Same  Cluster 
bit,3,tool,3, Same  Cluster 
bite,3,breakfast,1, Different  Cluster 
bite,3,taste,3, Same  Cluster 
black,0,juvenile,0, Same  Cluster 
blade,3,projector,0, Different  Cluster 
blanket,3,sleeve,0, Different  Cluster 
blizzard,0,rash,0, Same  Cluster 
blow,0,contact,3, Different  Cluster 
blue,3,red,3, Same  Cluster 
board,0,commission,2, Different  Cluster 
boat,3,ferry,1, Different  Cluster 
boat,3,vessel,3, Same  Cluster 
body,3,trunk,3, Same  Cluster 
bond,3,security,2, Different  Cluster 
bone,3,skull,3, Same  Cluster 
book,1,encyclopedia,1, Same  Cluster 
booklet,0,reference,0, Same  Cluster 
boot,3,kick,3, Same  Cluster 
boot,3,punch,3, Same  Cluster 
bottom,3,sole,2, Different  Cluster 
boy,1,male,2, Different  Cluster 
boy,1,rover,0, Different  Cluster 
brace,0,stand,2, Different  Cluster 
brain,3,head,3, Same  Cluster 
brake,3,click,3, Same  Cluster 
branch,0,department,1, Different  Cluster 
brand,0,knife,3, Different  Cluster 
brand,0,surname,1, Different  Cluster 
brandy,0,liquor,3, Different  Cluster 
brass,3,executive,2, Different  Cluster 
bread,3,bun,0, Different  Cluster 
break,2,dash,0, Different  Cluster 
break,2,insert,3, Different  Cluster 
brick,3,cement,3, Same  Cluster 
brick,3,strip,1, Different  Cluster 
broadcast,2,packet,3, Different  Cluster 
brochure,0,publication,1, Different  Cluster 
brochure,0,reference,0, Same  Cluster 
brother,1,member,2, Different  Cluster 
brush,3,implement,2, Different  Cluster 
budget,2,fund,2, Same  Cluster 
buffer,3,cache,3, Same  Cluster 
bug,3,child,2, Different  Cluster 
build,2,flesh,3, Different  Cluster 
building,0,cafe,1, Different  Cluster 
bulb,3,onion,1, Different  Cluster 
bulletin,0,news,0, Same  Cluster 
bunny,1,server,3, Different  Cluster 
burn,3,hurt,2, Different  Cluster 
burning,3,flame,3, Same  Cluster 
burning,3,punishment,2, Different  Cluster 
burst,3,transformation,3, Same  Cluster 
business,2,disposition,2, Same  Cluster 
business,2,railway,0, Different  Cluster 
butter,3,stick,3, Same  Cluster 
butterfly,1,comma,3, Different  Cluster 
cab,1,taxi,1, Same  Cluster 
cake,3,pie,1, Different  Cluster 
calendar,3,circulation,3, Same  Cluster 
calendar,3,system,3, Same  Cluster 
call,2,meeting,2, Same  Cluster 
call,2,statement,2, Same  Cluster 
campaign,2,operation,3, Different  Cluster 
candy,1,sweet,1, Same  Cluster 
cap,3,covering,3, Same  Cluster 
capital,2,seat,2, Same  Cluster 
captain,1,officer,1, Same  Cluster 
card,3,plastic,3, Same  Cluster 
carriage,3,coach,1, Different  Cluster 
cart,3,wagon,0, Different  Cluster 
cartoon,1,wit,1, Same  Cluster 
case,2,grip,3, Different  Cluster 
case,2,luggage,0, Different  Cluster 
case,2,tin,3, Different  Cluster 
cast,1,fishing,3, Different  Cluster 
cat,1,vision,2, Different  Cluster 
category,3,flavor,3, Same  Cluster 
cave,1,formation,3, Different  Cluster 
ceiling,3,overhead,3, Same  Cluster 
cement,3,glue,3, Same  Cluster 
center,0,loss,2, Different  Cluster 
century,0,decade,2, Different  Cluster 
century,0,period,2, Different  Cluster 
century,0,temperature,3, Different  Cluster 
certificate,2,study,2, Same  Cluster 
certificate,2,wave,3, Different  Cluster 
chair,1,furniture,3, Different  Cluster 
chair,1,rocker,0, Different  Cluster 
chance,2,opportunity,2, Same  Cluster 
chance,2,probability,3, Different  Cluster 
chandler,1,retailer,0, Different  Cluster 
change,2,decrease,3, Different  Cluster 
change,2,move,2, Same  Cluster 
channel,3,sound,3, Same  Cluster 
character,1,vision,2, Different  Cluster 
charge,2,damage,3, Different  Cluster 
charge,2,tax,2, Same  Cluster 
check,2,draft,2, Same  Cluster 
cheese,3,food,3, Same  Cluster 
chemical,3,salt,3, Same  Cluster 
chess,1,duty,2, Different  Cluster 
chick,1,hen,1, Same  Cluster 
chicken,3,poultry,3, Same  Cluster 
chief,1,guru,1, Same  Cluster 
child,2,kid,1, Different  Cluster 
chin,1,feature,3, Different  Cluster 
choice,2,option,2, Same  Cluster 
chuck,1,jaw,3, Different  Cluster 
church,2,temple,0, Different  Cluster 
circle,3,oval,3, Same  Cluster 
citrus,3,orange,3, Same  Cluster 
climb,3,mount,1, Different  Cluster 
clock,3,timer,3, Same  Cluster 
cloth,3,satin,0, Different  Cluster 
cloud,3,energy,3, Same  Cluster 
club,1,society,2, Different  Cluster 
coach,1,trainer,1, Same  Cluster 
coat,3,newspaper,1, Different  Cluster 
coat,3,roof,3, Same  Cluster 
code,3,software,3, Same  Cluster 
coffee,3,meeting,2, Different  Cluster 
coin,0,currency,2, Different  Cluster 
collapse,2,shock,3, Different  Cluster 
collection,1,packet,3, Different  Cluster 
collision,3,smash,0, Different  Cluster 
color,3,purple,3, Same  Cluster 
color,3,quality,3, Same  Cluster 
coloring,3,yellow,3, Same  Cluster 
comfort,0,relief,2, Different  Cluster 
commander,1,editor,1, Same  Cluster 
commerce,0,transport,3, Different  Cluster 
commitment,2,guarantee,2, Same  Cluster 
communication,3,message,2, Different  Cluster 
communication,3,statement,2, Different  Cluster 
communication,3,tune,1, Different  Cluster 
community,2,province,0, Different  Cluster 
community,2,territory,2, Same  Cluster 
company,1,distributor,0, Different  Cluster 
company,1,establishment,2, Different  Cluster 
comparison,3,scrutiny,2, Different  Cluster 
compound,3,salt,3, Same  Cluster 
conclusion,2,result,2, Same  Cluster 
condition,2,status,2, Same  Cluster 
conditions,3,weather,3, Same  Cluster 
congress,2,sex,2, Same  Cluster 
connection,2,keyboard,3, Different  Cluster 
conservation,0,traveling,0, Same  Cluster 
construction,3,window,3, Same  Cluster 
continent,2,ground,3, Different  Cluster 
control,2,driving,2, Same  Cluster 
cook,1,printer,3, Different  Cluster 
cooking,3,cuisine,3, Same  Cluster 
copy,3,image,3, Same  Cluster 
copy,3,work,2, Different  Cluster 
cord,3,pick,3, Same  Cluster 
cord,3,yarn,3, Same  Cluster 
corridor,0,hall,1, Different  Cluster 
corruption,2,house,1, Different  Cluster 
cost,3,postage,1, Different  Cluster 
cost,3,reward,2, Different  Cluster 
couch,1,lounge,1, Same  Cluster 
count,1,number,3, Different  Cluster 
counter,2,furniture,3, Different  Cluster 
country,2,playground,0, Different  Cluster 
course,2,starter,1, Different  Cluster 
court,2,drawer,0, Different  Cluster 
court,2,tribunal,2, Same  Cluster 
cousin,1,relation,2, Different  Cluster 
cousin,1,relative,3, Different  Cluster 
cover,0,feather,0, Same  Cluster 
cover,0,hair,3, Different  Cluster 
cover,0,sleeve,0, Same  Cluster 
covering,3,skin,3, Same  Cluster 
crack,3,hole,3, Same  Cluster 
craft,3,trade,2, Different  Cluster 
creation,2,stitch,3, Different  Cluster 
creativity,2,vision,2, Same  Cluster 
credit,2,sum,3, Different  Cluster 
creek,1,stream,3, Different  Cluster 
crew,1,society,2, Different  Cluster 
crew,1,unit,3, Different  Cluster 
crop,3,plant,3, Same  Cluster 
crow,1,jay,1, Same  Cluster 
crown,2,place,2, Same  Cluster 
crush,0,push,2, Different  Cluster 
cube,3,dice,3, Same  Cluster 
cup,1,handbag,0, Different  Cluster 
cup,1,son,1, Same  Cluster 
current,0,flow,3, Different  Cluster 
curve,3,rainbow,1, Different  Cluster 
customers,2,mission,2, Same  Cluster 
cut,3,meat,3, Same  Cluster 
cutter,1,knife,3, Different  Cluster 
cylinder,3,pen,1, Different  Cluster 
dad,1,parent,3, Different  Cluster 
daisy,1,flower,3, Different  Cluster 
damage,3,terms,2, Different  Cluster 
danger,2,status,2, Same  Cluster 
dash,0,sprint,0, Same  Cluster 
dashboard,0,protection,2, Different  Cluster 
database,3,list,0, Different  Cluster 
daughter,1,girl,1, Same  Cluster 
day,2,shoes,3, Different  Cluster 
deal,2,hand,3, Different  Cluster 
debt,2,deficit,2, Same  Cluster 
debt,2,loan,2, Same  Cluster 
debt,2,possession,2, Same  Cluster 
decision,2,option,2, Same  Cluster 
decrease,3,increase,3, Same  Cluster 
deep,3,ocean,3, Same  Cluster 
deficit,2,trust,2, Same  Cluster 
degree,2,quantity,3, Different  Cluster 
degree,2,style,0, Different  Cluster 
delivery,3,distribution,3, Same  Cluster 
department,1,division,2, Different  Cluster 
descent,2,fall,2, Same  Cluster 
desert,3,tract,3, Same  Cluster 
desire,2,feeling,2, Same  Cluster 
desk,3,table,3, Same  Cluster 
determination,2,discovery,0, Different  Cluster 
determination,2,selection,3, Different  Cluster 
development,2,exploitation,2, Same  Cluster 
device,3,drum,3, Same  Cluster 
devil,1,satan,2, Different  Cluster 
dialogue,2,play,2, Same  Cluster 
diamond,3,parcel,0, Different  Cluster 
digit,3,toe,3, Same  Cluster 
digit,3,unit,3, Same  Cluster 
dinner,1,party,2, Different  Cluster 
direction,3,government,2, Different  Cluster 
direction,3,protocol,3, Same  Cluster 
direction,3,traveling,0, Different  Cluster 
dirt,3,sand,3, Same  Cluster 
dirt,3,soil,3, Same  Cluster 
discharge,3,spark,3, Same  Cluster 
disease,3,illness,2, Different  Cluster 
display,3,language,2, Different  Cluster 
distance,3,distribution,3, Same  Cluster 
diversion,0,skiing,3, Different  Cluster 
dividend,0,net,3, Different  Cluster 
dividend,0,profit,2, Different  Cluster 
diving,3,swim,0, Different  Cluster 
dock,3,herb,1, Different  Cluster 
document,2,report,2, Same  Cluster 
dog,1,fauna,3, Different  Cluster 
domain,3,land,2, Different  Cluster 
door,3,light,3, Same  Cluster 
doubt,2,ego,1, Different  Cluster 
drama,1,genre,1, Same  Cluster 
draw,3,finish,2, Different  Cluster 
draw,3,tie,3, Same  Cluster 
drawer,0,pan,1, Different  Cluster 
dressing,0,patch,3, Different  Cluster 
dressing,0,sauce,3, Different  Cluster 
drill,0,implement,2, Different  Cluster 
drink,3,slice,3, Same  Cluster 
driver,1,supporter,2, Different  Cluster 
driver,1,worker,2, Different  Cluster 
drop,3,serving,2, Different  Cluster 
drug,3,liquor,3, Same  Cluster 
drug,3,operator,3, Same  Cluster 
drum,3,piano,1, Different  Cluster 
eagle,1,hawk,1, Same  Cluster 
ear,3,organ,3, Same  Cluster 
ease,3,relaxation,3, Same  Cluster 
ease,3,rest,2, Different  Cluster 
editing,3,instrument,3, Same  Cluster 
editor,1,worker,2, Different  Cluster 
eight,1,movement,2, Different  Cluster 
element,3,iron,3, Same  Cluster 
element,3,mixture,3, Same  Cluster 
element,3,nickel,3, Same  Cluster 
elevator,3,lift,3, Same  Cluster 
emission,3,gum,3, Same  Cluster 
employee,2,server,3, Different  Cluster 
endorsement,2,signature,3, Different  Cluster 
energy,3,microwave,3, Same  Cluster 
engineering,3,technology,3, Same  Cluster 
environment,3,land,2, Different  Cluster 
equipment,3,recorder,3, Same  Cluster 
equipment,3,seat,2, Different  Cluster 
establishment,2,religion,2, Same  Cluster 
event,2,influence,2, Same  Cluster 
event,2,phenomenon,3, Different  Cluster 
evidence,2,format,3, Different  Cluster 
evidence,2,record,2, Same  Cluster 
examination,2,quiz,1, Different  Cluster 
examiner,1,tea,3, Different  Cluster 
executive,2,minister,1, Different  Cluster 
executive,2,organization,2, Same  Cluster 
explanation,2,theory,2, Same  Cluster 
express,2,mail,2, Same  Cluster 
extract,3,selection,3, Same  Cluster 
eye,3,organ,3, Same  Cluster 
fabric,3,lace,0, Different  Cluster 
fabric,3,sail,0, Different  Cluster 
faith,2,religion,2, Same  Cluster 
fantasy,1,recycling,3, Different  Cluster 
farmer,1,individual,2, Different  Cluster 
fault,3,mistake,2, Different  Cluster 
fauna,3,toy,1, Different  Cluster 
feature,3,side,3, Same  Cluster 
feedback,3,flow,3, Same  Cluster 
feeling,2,hope,2, Same  Cluster 
female,3,slave,2, Different  Cluster 
female,3,woman,1, Different  Cluster 
fiction,1,literature,0, Different  Cluster 
fiction,1,romance,1, Same  Cluster 
field,3,science,0, Different  Cluster 
field,3,yard,3, Same  Cluster 
fight,2,separation,2, Same  Cluster 
figure,0,stamp,1, Different  Cluster 
film,1,movie,1, Same  Cluster 
find,2,implementation,3, Different  Cluster 
find,2,occurrence,3, Different  Cluster 
finger,3,toe,3, Same  Cluster 
flag,0,iris,1, Different  Cluster 
flame,3,reaction,3, Same  Cluster 
flash,3,lightning,3, Same  Cluster 
flat,3,housing,0, Different  Cluster 
flavor,3,variety,3, Same  Cluster 
flight,3,trip,1, Different  Cluster 
floor,3,level,3, Same  Cluster 
floor,3,porch,0, Different  Cluster 
flora,3,plant,3, Same  Cluster 
flora,3,violet,3, Same  Cluster 
flour,3,garlic,3, Same  Cluster 
flower,3,pink,1, Different  Cluster 
flute,3,wind,3, Same  Cluster 
flyer,0,justice,2, Different  Cluster 
food,3,sausage,3, Same  Cluster 
foot,3,recognition,2, Different  Cluster 
football,1,rugby,1, Same  Cluster 
forecast,0,message,2, Different  Cluster 
forest,0,ground,3, Different  Cluster 
form,3,type,3, Same  Cluster 
format,3,packaging,3, Same  Cluster 
format,3,style,0, Different  Cluster 
foundation,2,support,2, Same  Cluster 
fox,1,wolf,1, Same  Cluster 
framework,2,grill,0, Different  Cluster 
freeze,3,frost,1, Different  Cluster 
friend,1,individual,2, Different  Cluster 
front,3,school,1, Different  Cluster 
front,3,surface,3, Same  Cluster 
fruit,3,seed,3, Same  Cluster 
fuel,3,gasoline,3, Same  Cluster 
fuel,3,nutrition,3, Same  Cluster 
fund,2,store,3, Different  Cluster 
funds,2,interest,2, Same  Cluster 
furniture,3,table,3, Same  Cluster 
gamble,0,kitty,1, Different  Cluster 
gamble,0,pyramid,3, Different  Cluster 
game,3,tennis,1, Different  Cluster 
garbage,3,rubbish,0, Different  Cluster 
garden,1,plantation,0, Different  Cluster 
garlic,3,meal,3, Same  Cluster 
garment,3,sweater,0, Different  Cluster 
garment,3,tie,3, Same  Cluster 
gas,3,hydrogen,3, Same  Cluster 
gas,3,neon,3, Same  Cluster 
gathering,2,parade,1, Different  Cluster 
gauge,3,meter,3, Same  Cluster 
gear,3,mechanism,3, Same  Cluster 
gem,3,quartz,3, Same  Cluster 
gender,2,sex,2, Same  Cluster 
gender,2,size,3, Different  Cluster 
genre,1,prose,1, Same  Cluster 
glass,3,tub,0, Different  Cluster 
glove,1,wear,3, Different  Cluster 
goal,2,objective,2, Same  Cluster 
golf,0,hockey,1, Different  Cluster 
good,2,sheet,3, Different  Cluster 
governor,2,mayor,1, Different  Cluster 
governor,2,politician,1, Different  Cluster 
graphic,0,image,3, Different  Cluster 
grass,3,universe,3, Same  Cluster 
gray,1,property,2, Different  Cluster 
grip,3,handle,3, Same  Cluster 
grip,3,hold,2, Different  Cluster 
growth,3,process,3, Same  Cluster 
guarantee,2,warranty,0, Different  Cluster 
guess,0,universe,3, Different  Cluster 
gulf,3,ocean,3, Same  Cluster 
hack,0,machine,3, Different  Cluster 
hamburger,1,nutrition,3, Different  Cluster 
hand,3,script,3, Same  Cluster 
happening,2,surprise,2, Same  Cluster 
head,3,question,2, Different  Cluster 
head,3,secretary,1, Different  Cluster 
health,2,welfare,2, Same  Cluster 
hearing,2,proceedings,2, Same  Cluster 
heart,1,space,3, Different  Cluster 
heart,1,ticker,0, Different  Cluster 
heat,3,temperature,3, Same  Cluster 
height,3,infinite,3, Same  Cluster 
helmet,3,scale,3, Same  Cluster 
help,2,support,2, Same  Cluster 
help,2,supporter,2, Same  Cluster 
heritage,0,loss,2, Different  Cluster 
highway,3,street,1, Different  Cluster 
highway,3,trail,1, Different  Cluster 
hit,1,tourist,0, Different  Cluster 
hole,3,opening,3, Same  Cluster 
holiday,2,vacation,0, Different  Cluster 
hood,1,protection,2, Different  Cluster 
hood,1,shelter,2, Different  Cluster 
horn,3,tail,3, Same  Cluster 
horse,3,mount,1, Different  Cluster 
hose,3,pipe,3, Same  Cluster 
housing,0,vault,0, Same  Cluster 
icon,1,representation,3, Different  Cluster 
implement,2,stick,3, Different  Cluster 
impulse,3,motive,2, Different  Cluster 
impulse,3,urge,0, Different  Cluster 
information,3,target,3, Same  Cluster 
ink,3,liquid,3, Same  Cluster 
installation,3,zoo,1, Different  Cluster 
institution,2,prison,2, Same  Cluster 
instruction,3,lesson,2, Different  Cluster 
instruction,3,teaching,2, Different  Cluster 
instrumentation,3,perfume,1, Different  Cluster 
instrumentation,3,rod,3, Same  Cluster 
intensity,3,quiet,0, Different  Cluster 
interest,2,lien,0, Different  Cluster 
intervention,2,treatment,2, Same  Cluster 
inventory,3,listing,0, Different  Cluster 
investment,2,tomato,3, Different  Cluster 
jail,2,nick,1, Different  Cluster 
jail,2,prison,2, Same  Cluster 
jaw,3,lens,3, Same  Cluster 
join,2,union,2, Same  Cluster 
joke,0,message,2, Different  Cluster 
journey,1,travel,2, Different  Cluster 
judgment,2,sense,2, Same  Cluster 
jumper,0,sweater,0, Same  Cluster 
jury,2,school,1, Different  Cluster 
justice,2,official,2, Same  Cluster 
kiss,1,sweet,1, Same  Cluster 
kitchen,1,toilet,3, Different  Cluster 
knight,1,prince,1, Same  Cluster 
knowledge,2,revolution,2, Same  Cluster 
knowledge,2,taste,3, Different  Cluster 
lake,3,stream,3, Same  Cluster 
lamb,1,young,1, Same  Cluster 
language,2,tongue,3, Different  Cluster 
latex,3,rubber,3, Same  Cluster 
law,2,personnel,2, Same  Cluster 
layer,3,region,3, Same  Cluster 
layer,3,snow,3, Same  Cluster 
leader,1,politician,1, Same  Cluster 
lesson,2,teaching,2, Same  Cluster 
letter,2,text,3, Different  Cluster 
level,3,stage,3, Same  Cluster 
license,2,permission,2, Same  Cluster 
license,2,security,2, Same  Cluster 
lien,0,share,2, Different  Cluster 
life,2,story,1, Different  Cluster 
line,3,occupation,2, Different  Cluster 
line,3,plane,3, Same  Cluster 
line,3,queue,3, Same  Cluster 
lineup,1,roll,3, Different  Cluster 
link,3,union,2, Different  Cluster 
lion,1,tiger,1, Same  Cluster 
literature,0,poem,1, Different  Cluster 
load,3,weight,3, Same  Cluster 
location,3,property,2, Different  Cluster 
loss,2,possession,2, Same  Cluster 
low,3,shoulder,3, Same  Cluster 
lyric,1,printer,3, Different  Cluster 
magnolia,0,maple,3, Different  Cluster 
male,2,man,1, Different  Cluster 
man,1,soldier,1, Same  Cluster 
manager,1,trainer,1, Same  Cluster 
map,3,representation,3, Same  Cluster 
map,3,sewing,0, Different  Cluster 
map,3,video,1, Different  Cluster 
maple,3,tree,3, Same  Cluster 
mark,1,print,0, Different  Cluster 
mark,1,slash,0, Different  Cluster 
mask,3,roof,3, Same  Cluster 
mate,1,relation,2, Different  Cluster 
matter,2,text,3, Different  Cluster 
matter,2,verse,1, Different  Cluster 
mayor,1,water,3, Different  Cluster 
meal,3,mixture,3, Same  Cluster 
meal,3,rice,3, Same  Cluster 
measure,3,money,2, Different  Cluster 
measure,3,twist,3, Same  Cluster 
meat,3,solid,3, Same  Cluster 
melody,3,music,1, Different  Cluster 
memory,3,operation,3, Same  Cluster 
metal,3,zinc,3, Same  Cluster 
meter,3,radar,3, Same  Cluster 
microwave,3,radiation,3, Same  Cluster 
middle,2,scene,1, Different  Cluster 
minute,3,quantity,3, Same  Cluster 
mode,3,scale,3, Same  Cluster 
modification,3,surprise,2, Different  Cluster 
moment,2,thief,1, Different  Cluster 
mortal,2,mother,1, Different  Cluster 
mortal,2,visitor,0, Different  Cluster 
motion,3,snowboarding,0, Different  Cluster 
motion,3,step,3, Same  Cluster 
motive,2,reason,2, Same  Cluster 
motorcycle,1,tank,3, Different  Cluster 
mount,1,volcano,3, Different  Cluster 
mouth,3,opening,3, Same  Cluster 
mouth,3,trap,3, Same  Cluster 
murphy,1,potato,3, Different  Cluster 
museum,1,store,3, Different  Cluster 
music,1,print,0, Different  Cluster 
musician,1,performer,1, Same  Cluster 
needle,3,sharp,3, Same  Cluster 
noise,3,trouble,2, Different  Cluster 
note,3,obligation,2, Different  Cluster 
notebook,0,product,3, Different  Cluster 
notebook,0,production,3, Different  Cluster 
novel,1,story,1, Same  Cluster 
oak,1,tree,3, Different  Cluster 
objective,2,target,3, Different  Cluster 
occasion,2,second,2, Same  Cluster 
occupation,2,place,2, Same  Cluster 
occurrence,3,tsunami,0, Different  Cluster 
ocean,3,pond,3, Same  Cluster 
office,2,outlet,2, Same  Cluster 
office,2,situation,2, Same  Cluster 
onion,1,topic,2, Different  Cluster 
operation,3,processing,3, Same  Cluster 
operative,0,spy,1, Different  Cluster 
opinion,2,papers,1, Different  Cluster 
opinion,2,sentiment,2, Same  Cluster 
origin,2,root,3, Different  Cluster 
outlet,2,shop,1, Different  Cluster 
oxygen,3,substance,3, Same  Cluster 
package,3,software,3, Same  Cluster 
padding,3,tower,1, Different  Cluster 
painting,1,picture,1, Same  Cluster 
papers,1,security,2, Different  Cluster 
papers,1,ticket,2, Different  Cluster 
parcel,0,region,3, Different  Cluster 
park,1,stadium,1, Same  Cluster 
passage,2,quotation,0, Different  Cluster 
patch,3,spot,3, Same  Cluster 
payment,2,spending,2, Same  Cluster 
permission,2,tolerance,2, Same  Cluster 
person,2,technician,1, Different  Cluster 
phantom,1,shadow,1, Same  Cluster 
piazza,1,square,3, Different  Cluster 
piece,3,sail,0, Different  Cluster 
pinnacle,0,tower,1, Different  Cluster 
place,2,position,2, Same  Cluster 
plane,3,sheet,3, Same  Cluster 
plane,3,tool,3, Same  Cluster 
play,2,turn,2, Same  Cluster 
plot,2,strategy,2, Same  Cluster 
point,2,second,2, Same  Cluster 
point,2,site,0, Different  Cluster 
point,2,spot,3, Different  Cluster 
polyester,3,textile,3, Same  Cluster 
position,2,view,2, Same  Cluster 
postage,1,rate,3, Different  Cluster 
postage,1,signal,3, Different  Cluster 
power,2,skill,2, Same  Cluster 
prayer,2,request,2, Same  Cluster 
problem,3,trouble,2, Different  Cluster 
process,3,rule,2, Different  Cluster 
process,3,tail,3, Same  Cluster 
product,3,wear,3, Same  Cluster 
property,2,texture,3, Different  Cluster 
protection,2,roof,3, Different  Cluster 
protocol,3,rule,2, Different  Cluster 
publication,1,textbook,1, Same  Cluster 
pumpkin,0,vine,3, Different  Cluster 
pupil,1,student,1, Same  Cluster 
pyramid,3,speculation,2, Different  Cluster 
query,3,question,2, Different  Cluster 
quiet,0,silence,2, Different  Cluster 
racer,1,taxi,1, Same  Cluster 
